2.5,1
2.6,3
2.7,1
2.8,2
2.9,5
3,6
3.1,7
3.2,5
3.3,8
3.4,12
3.5,12
3.6,16
3.7,19
3.8,20
3.9,35
4,36
4.1,42
4.2,38
4.3,51
4.4,58
4.5,67
4.6,83
4.7,75
4.8,84
4.9,97
5,114
5.1,111
5.2,126
5.3,114
5.4,134
5.5,119
5.6,143
5.7,113
5.8,145
5.9,119
6,126
6.1,108
6.2,134
6.3,119
6.4,120
6.5,127
6.6,112
6.7,77
6.8,91
6.9,83
7,73
7.1,62
7.2,74
7.3,68
7.4,67
7.5,43
7.6,27
7.7,37
7.8,28
7.9,18
8,13
8.1,11
8.2,11
8.3,4
8.4,6
8.5,3
8.6,4
8.7,6
8.8,5
8.9,1
9,3
9.1,6
9.2,6
9.3,6
9.4,9
9.5,9
9.6,8
9.7,8
9.8,
