9.50E+00,0.00E+00
9.43E+00,0.00E+00
9.37E+00,2.70E+01
9.30E+00,2.30E+01
9.23E+00,2.60E+01
9.16E+00,1.90E+01
9.10E+00,1.20E+01
9.03E+00,1.90E+01
8.96E+00,6.00E+00
8.89E+00,1.50E+01
8.83E+00,2.00E+01
8.76E+00,2.70E+01
8.69E+00,4.60E+01
8.63E+00,6.20E+01
8.56E+00,9.70E+01
8.49E+00,1.05E+02
8.42E+00,1.18E+02
8.36E+00,1.16E+02
8.29E+00,1.07E+02
8.22E+00,1.02E+02
8.15E+00,8.00E+01
8.09E+00,5.70E+01
8.02E+00,2.00E+01
7.95E+00,1.60E+01
7.88E+00,9.00E+00
7.82E+00,2.20E+01
7.75E+00,4.80E+01
7.68E+00,9.40E+01
7.62E+00,1.00E+02
7.55E+00,1.76E+02
7.48E+00,2.21E+02
7.41E+00,2.24E+02
7.35E+00,2.47E+02
7.28E+00,2.26E+02
7.21E+00,2.13E+02
7.14E+00,1.75E+02
7.08E+00,1.22E+02
7.01E+00,9.00E+01
6.94E+00,4.00E+01
6.88E+00,2.50E+01
6.81E+00,2.10E+01
6.74E+00,5.20E+01
6.67E+00,9.70E+01
6.61E+00,1.46E+02
6.54E+00,2.27E+02
6.47E+00,2.39E+02
6.40E+00,2.91E+02
6.34E+00,3.05E+02
6.27E+00,3.10E+02
6.20E+00,2.98E+02
6.13E+00,2.29E+02
6.07E+00,1.99E+02
6.00E+00,1.51E+02
5.93E+00,7.90E+01
5.87E+00,5.20E+01
5.80E+00,4.60E+01
5.73E+00,4.80E+01
5.66E+00,7.70E+01
5.60E+00,1.33E+02
5.53E+00,1.44E+02
5.46E+00,2.04E+02
5.39E+00,2.45E+02
5.33E+00,2.45E+02
5.26E+00,2.52E+02
5.19E+00,2.39E+02
5.13E+00,2.43E+02
5.06E+00,1.77E+02
4.99E+00,1.62E+02
4.92E+00,1.07E+02
4.86E+00,7.90E+01
4.79E+00,5.10E+01
4.72E+00,4.70E+01
4.65E+00,4.00E+01
4.59E+00,5.80E+01
4.52E+00,9.60E+01
4.45E+00,9.90E+01
4.38E+00,1.26E+02
4.32E+00,1.32E+02
4.25E+00,1.34E+02
4.18E+00,1.60E+02
4.12E+00,1.33E+02
4.05E+00,1.30E+02
3.98E+00,9.00E+01
3.91E+00,6.90E+01
3.85E+00,6.40E+01
3.78E+00,3.80E+01
3.71E+00,3.60E+01
3.64E+00,3.90E+01
3.58E+00,2.70E+01
3.51E+00,3.40E+01
3.44E+00,3.70E+01
3.38E+00,4.00E+01
3.31E+00,4.10E+01
3.24E+00,4.80E+01
3.17E+00,3.20E+01
3.11E+00,3.80E+01
3.04E+00,3.40E+01
2.97E+00,2.30E+01
2.90E+00,2.70E+01
2.84E+00,2.80E+01
2.77E+00,1.80E+01
2.70E+00,1.90E+01
2.63E+00,1.20E+01
2.57E+00,8.00E+00
2.50E+00,8.00E+00
